query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
616,0.6439,94.0046,406.1514,500.1560,CVGWRXFABVNKOQ,"(2S)-4-hydroxy-1-[2-[[(2Z)-3-oxo-2-[(2,3,4-trimethoxyphenyl)methylidene]-1-benzofuran-6-yl]oxy]acetyl]pyrrolidine-2-carboxylic acid""",COc1ccc(/C=C/2\Oc3cc(OCC(=O)N4CC(O)C[C@H]4C(=O)O)ccc3C2=O)c(OC)c1OC,241.5310,338,,,,,,Aurones,Flavonoids,Shikimates and Phenylpropanoids
617,0.5925,67.0523,259.1075,326.1598,QVCMHGGNRFRMAD,Monocrotaline,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,276.5870,508,Organic compounds,Organoheterocyclic compounds,Pyrrolizines,,Pyrrolizines,Pyrrolizidine alkaloids,Ornithine alkaloids,Alkaloids
618,0.4645,17.0129,270.1101,253.0972,VPZIYMMSJFWLSP,2-Hydroxycarbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC(O)=CC=C12,117.1190,104,Organic compounds,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
619,0.6649,92.0488,504.0838,412.0350,SOXHRQURNPRMDQ,"""ethyl 2-amino-4-(2,4-dichlorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3,2-b]p yran-3-carboxylate CollisionEnergy:205060""",CCOC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccc(Cl)cc1Cl,117.1090,101,,,,,,,,
620,0.5391,44.0026,371.2336,327.2310,ZHBVYDMSPDDAKE,"(.+/-.)-8-Hydroxy-4Z,6E,10Z,13Z,16Z,19Z-docosahexaenoic acid",CC/C=C\C/C=C\C/C=C\C/C=C\CC(/C=C/C=C\CCC(=O)O)O,368.9710,889,,,,,,Other Docosanoids,Docosanoids,Fatty acids
621,0.5919,0.0018,373.1641,373.1659,QUWJBXIBCWTEAG,"7-(3,4-DIHYDRO-2H-1,5-BENZODIOXEPIN-7-YL)-2-(2-PHENYLETHYL)-[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE",c1ccc(CCc2nn3c(-c4cc5c(cc4)OCCCO5)ccnc3n2)cc1,310.9940,665,,,,,,,,Alkaloids
622,0.7225,0.0004,263.1391,263.1387,NZXKDOXHBHYTKP,Methohexital,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,218.5810,254,,,,,,Hydrocarbons,Fatty acyls,Fatty acids
623,0.5316,8.0071,365.1241,357.1170,NWIBSHFKIJFRCO,mitomycin C CollisionEnergy:205060,COC12C(COC(=N)O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,293.4380,561,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolequinones,Mitomycins,Mitomycins,Mitomycin derivatives,Alkaloids
624,0.4369,193.9408,273.1962,467.1370,SYYITVCAXCKXAU,,Clc1cc2c3CCCc3c(=O)oc2cc1OCC(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5,544.6480,1143,,,,,,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
625,0.9703,0.0001,304.2998,304.2999,CYDRXTMLKJDRQH,Benzyl-dimethyl-dodecylammonium,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,523.1530,1122,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines,,,
626,0.4677,49.9830,241.1070,291.0900,PFTAWBLQPZVEMU,(+)Catechin,OC=1C=C(O)C2=C(OC(C3=CC=C(O)C(O)=C3)C(O)C2)C1,242.7170,355,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,Catechins,Flavan-3-ols,Flavonoids,Shikimates and Phenylpropanoids
627,0.7788,0.0001,169.1222,169.1223,ZHYZQXUYZJNEHD,Geranic acid,CC(=CCC/C(=C/C(=O)O)/C)C,274.4270,501,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Acyclic monoterpenoids,Acyclic monoterpenoids; Branched fatty acids; Unsaturated fatty acids,Fatty Acids and Conjugates; Monoterpenoids,Fatty acids; Terpenoids
628,0.7592,83.9847,144.1383,228.1230,WMGXONSYPOENKA,N-(3-oxoheptanoyl)-L-homoserine lactone,O=C(CC(N[C@@H]1C(OCC1)=O)=O)CCCC,353.0740,835,,,,,,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
629,0.5869,0.0003,251.1753,251.1750,XSVMFMHYUFZWBK,Rivastigmine tartrate (Exelon),C1(=CC=CC(=C1)[C@@H](N(C)C)C)OC(N(C)CC)=O,245.8270,365,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,Phenoxy compounds,,,Alkaloids
630,0.6649,28.0116,359.1754,387.1870,DUMLSUYYXRUCBW,"""1-{2-[(2-fluorophenyl)methyl](1,2,3,4-tetrahydrobeta-carbolinyl)}-4-methoxyben zene CollisionEnergy:205060""",COc1ccc(C2c3[nH]c4ccccc4c3CCN2Cc2ccccc2F)cc1,600.6670,1213,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
631,0.4663,2.1025,555.2125,553.1100,OIFVLHZEBAXHPM,Sotetsuflavone,O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(C3)C4=C(OC)C=C(O)C=5C(=O)C=C(OC54)C=6C=CC(O)=CC6,452.4550,1035,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Biflavonoids and polyflavonoids,Biflavonoids and polyflavonoids,Flavones,Flavonoids,Shikimates and Phenylpropanoids
632,0.8682,0.0049,430.1491,430.1540,ZQXBQBAZHPOSLU,N-(2-fluorophenyl)-2-[2-oxo-4-(piperidylcarbonyl)hydroquinolyl]acetamide CollisionEnergy:205060,O=C(c1cc(=O)n(CC(O)=Nc2ccccc2F)c2ccccc12)N1CCCCC1,246.6300,356,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
633,0.4369,25.9772,229.1798,255.1570,HNBDRPTVWVGKBR,pentanoic_acid_methyl_ester,CCCCC(=O)OC,488.0580,1074,,,,,,Wax monoesters,Fatty esters,Fatty acids
634,0.3664,0.9882,816.3182,815.3300,RUDHEKPVEXODBM,"3,3'-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecine-2,13-dicarbonyl)bis(3,4,5,6-tetrahydro-1H-1,5-methanopyrido[1,2-a][1,5]diazocin-8(2H)-one)",O=C1C=CC=C2N1CC3CN(C(=O)C4=CC=C5OCCOCCOC6=CC(=CC=C6OCCOCCOC5=C4)C(=O)N7CC8C9=CC=CC(=O)N9CC(C7)C8)CC2C3,501.6570,1103,Organic compounds,Organoheterocyclic compounds,Piperidines,N-acylpiperidines,N-benzoylpiperidines,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
635,0.9150,0.0007,135.0803,135.0810,IBLKWZIFZMJLFL,1-Phenoxy-2-propanol,CC(COC1=CC=CC=C1)O,157.8270,130,,,,,,,,Shikimates and Phenylpropanoids
636,0.6649,174.1235,777.3435,603.2200,AAQMEKVMBSHQSI,"(2R)-2-(2-((11aS)-5-(3-methoxyphenyl)-1,3-dioxo-11,11a-dihydro-1H-imidazo[1',5':1,6]pyrido[3,4-b]indol-2(3H,5H,6H)-yl)benzamido)-4-methylpentanoic acid",O=C(O)C(NC(=O)C=1C=CC=CC1N2C(=O)N3C(C=4C=CC=C(OC)C4)C=5NC=6C=CC=CC6C5CC3C2=O)CC(C)C,449.9390,1027,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Leucine and derivatives,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
637,0.6649,307.2457,523.3243,830.5700,LZLVZIFMYXDKCN,PC(20:4/20:4),CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,725.3160,1302,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,,,
638,0.6611,77.0045,359.1715,436.1760,UUORCTDTBMEDJK,"(2S)-2-[2-[(6-methyl-4-oxo-2,3-dihydro-1H-cyclopenta[c]chromen-7-yl)oxy]propanoylamino]-3-phenylpropanoic acid""",CC(Oc1ccc2c3CCCc3c(=O)oc2c1C)C(=O)N[C@@H](Cc4ccccc4)C(=O)O,266.7870,463,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
639,0.4369,368.2769,173.1171,541.3940,DXVLAUMXGHQKAV,Nonapropylene glycol,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,294.9700,588,,,,,,Monoacylglycerols,Glycerolipids,Fatty acids
640,0.5391,147.9758,869.2978,721.3220,NCDNCNXCDXHOMX,Ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,273.6410,492,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-carbamoyl-alpha amino acids and derivatives,,,
641,0.6649,105.0765,542.2825,647.3590,IMSLQOWUUQQNOC,Criophylline,[H][C@]12[C@]34NC5=CC=C([C@]6([H])N(CC7)[C@@]([C@@]7(C(C=CC=C8)=C8N9)C9=C(C(OC)=O)C%10)([H])[C@@]%10(CC)[C@H]%11[C@@H]6O%11)C=C5[C@]3([H])CCN1C[C@@H]%12[C@@H](O%12)[C@@]2(CC)CC4,328.9780,741,,,,,,,,
642,0.3530,145.1196,524.2296,379.1100,GMTJIWUFFXGFHH,Sauchinone,O=C1C=C2OCOC32OC4=CC=5OCOC5C=C4C6C(C)C(C)CC1C63,271.5090,483,,,,,,Minor lignans,Lignans,Shikimates and Phenylpropanoids
643,0.5251,32.0174,280.1056,312.1230,PTEWWARRGIJHQK,Calycinine,[H][C@@]1(NCC2)Cc3cc(OC)cc(O)c3c4c1c2cc5c4OCO5,238.4090,332,,,,,,Aporphine alkaloids; Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
644,0.3666,0.0303,257.1397,257.1700,UFKTZIXVYHGAES,alpha-dihydrolysergol,OCC1CN(C)C2CC3=CNC4=CC=CC(=C43)C2C1,332.0430,762,Organic compounds,Alkaloids and derivatives,Ergoline and derivatives,Clavines and derivatives,Clavines and derivatives,Ergot alkaloids,Tryptophan alkaloids,Alkaloids
645,0.4677,218.0583,261.1230,479.1813,SSTKTMCDROXOIL,N-{2-[(4-ethyl-8-methyl-2-oxo-2H-chromen-7-yl)oxy]propanoyl}-5-hydroxytryptophan,CCc1cc(=O)oc2c1ccc(OC(C)C(=O)NC(Cc1c[nH]c3c1cc(O)cc3)C(=O)O)c2C,299.6570,611,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,N-acylserotonins,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
646,0.7577,0.0003,425.1777,425.1780,DXIYOCNHJLPWQM,"2-Cyclohexen-1-one, 4-[(1E)-3-(beta-D-glucopyranosyloxy)-1-buten-1-yl]-4-hydroxy-5-(hydroxymethyl)-3,5-dimethyl-",CC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)\C=C\C2(O)\C(=C/C(=O)CC2(C)CO)C,296.2750,627,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Megastigmanes,Apocarotenoids,Terpenoids
647,0.9303,0.0001,415.1249,415.1248,VEDWXCWBMDQNCV,"9H-Purin-6-ol, 9-[1-(3-carboxyphenyl)-2,3-dideoxyheptodialdo-7,4-furanosyl]-",O=C(O)c1cccc(C(=O)CCC2OC(n3cnc4c3[nH]cnc4=O)C(O)C2O)c1,230.0460,292,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,,5'-deoxyribonucleosides,Purine nucleos(t)ides,Nucleosides,Carbohydrates
648,0.7781,0.0001,239.0814,239.0815,FBMQNRKSAWNXBT,"1,4-Diaminoanthraquinone",NC1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O,296.5430,598,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Anthraquinones,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides
649,0.4677,98.8887,413.2183,512.1070,SMBAHXCBDFRXKJ,"""methyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-7-phenyl-1,4,6,7,8- pentahydroquinoline-3-carboxylate CollisionEnergy:205060""",CCOc1cc(C2C(C(=O)OC)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(Br)c1O,227.7360,281,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
650,0.5391,62.0840,441.2130,379.1290,NNRWDPOHSYYGEI,"""3,4-dimethoxy-5-oxo-6,7,8,13b-tetrahydroisoindolino[1,2-a]beta-carboline-7-car boxylic acid CollisionEnergy:205060""",COc1ccc2c(c1OC)C(=O)N1C(C(=O)O)Cc3c([nH]c4ccccc34)C21,317.5830,688,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
651,0.6611,206.0649,619.3447,825.4096,OGWKCGZFUXNPDA,Vincristine,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,328.3300,734,,,,,,Aspidosperma type; Aspidosperma-Iboga hybrid type (Vinca alkaloids),Tryptophan alkaloids,Alkaloids
652,0.7766,0.0006,203.0524,203.0530,WQZGKKKJIJFFOK,ALPHA-D-GLUCOSE,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,32.4920,52,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Hexoses,Disaccharides; Flavones; Monosaccharides; Polysaccharides,Saccharides; Flavonoids,Carbohydrates; Shikimates and Phenylpropanoids
653,0.3529,402.2217,393.2153,795.4370,VLOGACFISZMMCN,"[3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-acetyloxy-3-methylpentanoate [IIN-based: Match]",CCC(C)C(OC(C)=O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO,463.6990,1050,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Polyesters,Linear polyketides,Polyketides
654,0.6030,45.0457,402.1177,357.0720,QVNCBRMSRLGETO,"""methyl 2-amino-6-(hydroxymethyl)-4-(2-nitrophenyl)-8-oxo-4H-pyrano[3,2-b]pyran -3-carboxylate CollisionEnergy:102040""",COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccccc1[N+](=O)[O-],257.4440,416,,,,,,,,
655,0.5387,41.9627,315.1093,357.0720,QVNCBRMSRLGETO,"""methyl 2-amino-6-(hydroxymethyl)-4-(2-nitrophenyl)-8-oxo-4H-pyrano[3,2-b]pyran -3-carboxylate CollisionEnergy:205060""",COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccccc1[N+](=O)[O-],290.7370,566,,,,,,,,
656,0.8217,55.0813,542.2403,487.1590,KCOULPRVOZDQEL,Aquayamycin,OC1=C(C(C(C=C[C@@](CC(O)(C)C2)(O)[C@]3(O)C2=O)=C3C4=O)=O)C4=CC=C1[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)C5,270.6250,474,,,,,,Angucyclines; Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides
657,0.3669,520.3421,413.3239,933.6660,WJAIFDIPOPXOPB,"""(6R)-2-(hydroxymethyl)-6-((3R,5R,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)heptanoic acid""",C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)[C@@H](O)C[C@@]3([H])[C@@]2([H])[C@H](O)C[C@]4([H])[C@]3(C)CC[C@@H](O)C4)CCCC(CO)C(O)=O,723.2170,1297,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Tetrahydroxy bile acids, alcohols and derivatives",Cholane steroids; Cholestane steroids,Steroids,Terpenoids
658,0.6611,75.9745,476.1545,400.1800,IAKHMKGGTNLKSZ,colchicine,O=C1C=C2C(=CC=C1OC)C3=C(OC)C(OC)=C(OC)C=C3CCC2NC(=O)C,280.5220,528,Organic compounds,Hydrocarbon derivatives,Tropones,,Tropones,Phenethylisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
659,0.7513,0.0006,378.1452,378.1458,SKTVLCDNXRYURX,"1-(cyclopropylmethyl)-N-[2-(dimethylsulfamoyl)ethyl]-4,6-dimethyl-2-oxo-1,2-dihydropyridine-3-carboxamide",Cc1c(C(=O)NCCS(=O)(=O)N(C)C)c(=O)n(CC2CC2)c(C)c1,388.8760,935,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Nicotinamides,,,Alkaloids
660,0.8907,0.0006,362.1481,362.1475,XSSBUKKXZXENOU,"N,2,7-trimethyl-N-[3-(trifluoromethyl)benzyl]imidazo[1,2-a]pyridine-3-carboxamide",Cc1cc2nc(C)c(C(=O)N(C)Cc3cc(C(F)(F)F)ccc3)n2cc1,403.5980,964,,,,,,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
661,0.4369,396.1967,495.2733,891.4700,VNONINPVFQTJOC,Dioscin,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OC(C)C(O)C(O)C9O,588.8700,1205,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Spirostane steroids,Steroids,Terpenoids
662,0.3704,0.0023,288.1207,288.1230,JKZMYBLUKAMPKM,"6,11-Methano-6H-benzo[b]-1,3-benzodioxolo[5,6-e]azepine-8,9-diol, 5,6a,7,8,9,11-hexahydro-",OC1CC2N3CC(\C2=C\C1O)C4=CC5=C(OCO5)C=C4C3,344.8740,794,Organic compounds,Organoheterocyclic compounds,Benzazepines,,Benzazepines,Amarylidaceae alkaloids; Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
663,0.5869,0.0000,266.2091,266.2090,YASDXQQLKVMDLE,N-(10-hydroxy-10-methylundecyl)acetamide,CC(=O)NCCCCCCCCCC(C)(C)O,392.3830,942,,,,,,,,
664,0.7781,0.0003,237.1025,237.1022,FFGPTBGBLSHEPO,Carbamazepine,N1(c2c(cccc2)C=Cc2c1cccc2)C(N)=O,394.9120,943,Organic compounds,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines,,Anthranilic acid alkaloids,Alkaloids
665,0.9148,0.0003,513.2835,513.2838,HNFPPWVGLWDXQQ,3-Deoxo-3Beta-Acetoxydeoxydihydrogedunin,CC(=O)O[C@H]1CC[C@@]2(C3CC[C@]4([C@@H](OC(=O)C=C4[C@@]3([C@@H](CC2C1(C)C)OC(=O)C)C)C5=COC=C5)C)C,385.8450,931,Organic compounds,Organoheterocyclic compounds,Naphthopyrans,,Naphthopyrans,Limonoids,Triterpenoids,Terpenoids
666,0.6268,334.1061,455.3339,789.4400,KAYMPWXMHIUNGC,Scabioside C,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC1,738.2560,1311,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
667,0.4677,43.0470,379.2020,422.2490,ZNMDYRBJLIGPMV,(2E)-1-[2-(4-fluorophenyl)-6-hydroxy-3-azabicyclo[4.4.0]dec-3-yl]-3-[4-(methyl ethyl)phenyl]prop-2-en-1-one CollisionEnergy:205060,CC(C)c1ccc(C=CC(=O)N2CCC3(O)CCCCC3C2c2ccc(F)cc2)cc1,557.3240,1165,,,,,,,,
668,0.6649,498.1374,180.0655,678.2029,OOGPWQHGQYUIAW,"4-O-(4-Carboxy-3-hydroxy-3-methylbutanoyl)-3,5-di-O-caffeoylquinic acid",CC(O)(CC(=O)O)CC(=O)OC1[C@H](OC(=O)/C=C/c2cc(O)c(O)cc2)CC(O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1cc(O)c(O)cc1,246.8300,369,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Pentacarboxylic acids and derivatives,Pentacarboxylic acids and derivatives,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
669,0.5900,36.9955,408.1665,445.1620,NWXMGUDVXFXRIG,Tetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,256.9320,414,Organic compounds,Phenylpropanoids and polyketides,Tetracyclines,,Tetracyclines,Tetracyclines,Polycyclic aromatic polyketides,Polyketides
670,0.7755,0.0001,249.0869,249.0870,RUWPCCQWDIAGAJ,"3-(2,5-dioxo-4-phenylimidazolidin-4-yl)propanoic acid (Chimeric precursor selection)",O=C(O)CCC1(c2ccccc2)NC(=O)NC1=O,194.7170,197,,,,,,,,Alkaloids
671,0.7513,0.0003,310.2353,310.2350,CELZEZYUAVUZRU,Melophlin M,CCCCCCCCCCC/C(O)=C(C1=O)\C(C(N1C)C)=O,330.7440,750,,,,,,3-acyl tetramic acids,Linear polyketides,Amino acids and Peptides; Polyketides
672,0.6611,34.0210,291.1701,325.1911,RBALEJFQJCAPLN,Gardnerine,COC1=CC=C2C(NC3=C2CC2C(CO)C4CC3N2CC4=CC)=C1,347.4570,811,Organic compounds,Alkaloids and derivatives,Macroline alkaloids,,Macroline alkaloids,Corynanthe type,Tryptophan alkaloids,Alkaloids
673,0.4645,182.9795,259.1805,442.1600,WHTZSUJONCYCML,"N-(4-hydroxyphenethyl)-2-(2,3,4,9-tetramethyl-7-oxo-7H-furo[2,3-f]chromen-8-yl)acetamide",O=C1OC2=CC(=C3C(OC(=C3C)C)=C2C(=C1CC(=O)NCCC4=CC=C(O)C=C4)C)C,499.9320,1101,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,Angular furanocoumarins,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
674,0.6649,206.1477,428.1448,634.2925,JDUWHZOLEDOQSR,Penitrem A,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,245.0710,361,Organic compounds,Organoheterocyclic compounds,Naphthopyrans,,Naphthopyrans,Indole-Diterpenoid alkaloids (Penitrems),Tryptophan alkaloids,Alkaloids; Terpenoids
675,0.6649,240.1479,281.0921,521.2400,QPHKNVHDBDNKLQ,"(2R)-1-[(2S)-2-[[(2S)-2-(2,4-dioxo-1H-quinazolin-3-yl)-3-phenylpropanoyl]amino]-4-methylpentanoyl]pyrrolidine-2-carboxylic acid""",CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC[C@@H]4C(=O)O,329.7860,745,,,,,,Tripeptides,Small peptides,Amino acids and Peptides
676,0.5391,108.0688,285.1710,177.1022,UIKROCXWUNQSPJ,Cotinine,CN1[C@@H](CCC1=O)C1=CC=CN=C1,334.9620,766,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyrrolidinylpyridines,Pyrrolidinylpyridines,Pyridine alkaloids; Pyrrolidine alkaloids,Nicotinic acid alkaloids; Ornithine alkaloids,Alkaloids
677,0.6407,251.0352,216.1018,467.1370,SYYITVCAXCKXAU,,Clc1cc2c3CCCc3c(=O)oc2cc1OCC(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5,261.5710,438,,,,,,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
678,0.7592,38.5250,356.6830,395.2080,UWZYFRAAONHVCD,,CC(C)[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)NC5CC5,365.3790,874,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
679,0.7788,0.0001,247.1076,247.1077,DZTHIGRZJZPRDV,N-ACETYLTRYPTOPHAN,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,236.9940,330,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-L-alpha-amino acids,Dipeptides,Small peptides,Amino acids and Peptides
680,0.7770,0.0003,191.0818,191.0815,LJONQULKOKMKBR,"3-methyl-3,4-dihydro-1H-1,4-benzodiazepine-2,5-dione",CC1N=C(O)c2ccccc2N=C1O,191.5480,195,Organic compounds,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines",Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
681,0.6649,53.9623,376.1407,430.1030,MIGJIOFAMLVMLQ,"""methyl 2-(2-amino-3-cyano-5,16-dioxospiro[4H-pyrano[3,2-c]chromene-4,3'-indoli ne]-15-yl)acetate CollisionEnergy:205060""",COC(=O)CN1C(=O)C2(C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)c2ccccc21,168.7420,156,,,,,,,,
682,0.5206,226.1054,616.2979,390.1925,SPWSUFUPTSJWNG,Roquefortine C,CC(C)(C=C)C12CC3C(=O)NC(=CC4=CN=CN4)C(=O)N3C1NC5=CC=CC=C25,352.2420,828,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyrroloindoles,Pyrroloindoles,Imidazole alkaloids; Other indole diketopiperazine alkaloids,Histidine alkaloids; Peptide alkaloids,Alkaloids; Amino acids and Peptides
